drug1_name,drug2_name,smiles1,smiles2,interaction_type,severity
Levobunolol,Acemetacin,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,Levobunolol may decrease the antihypertensive activities of Acemetacin.,mild
Chloroquine,Olaparib,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,The metabolism of Olaparib can be decreased when combined with Chloroquine.,moderate
Docetaxel,Doxorubicin,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,The risk or severity of adverse effects can be increased when Docetaxel is combi,dangerous
Acetaminophen,Doxycycline,CC(=O)NC1=CC=C(C=C1)O,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,The metabolism of Doxycycline can be decreased when combined with Acetaminophen.,moderate
Levobupivacaine,Paclitaxel,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,The risk or severity of adverse effects can be increased when Levobupivacaine is,dangerous
Methylergometrine,Carvedilol,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,Methylergometrine may increase the vasoconstricting activities of Carvedilol.,dangerous
Dasabuvir,Dihydroergotamine,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,The metabolism of Dihydroergotamine can be decreased when combined with Dasabuvi,moderate
Echothiophate,Gallamine triethiodide,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],The therapeutic efficacy of Gallamine triethiodide can be decreased when used in,mild
Almotriptan,Losartan,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,The metabolism of Losartan can be decreased when combined with Almotriptan.,moderate
Celecoxib,Quinethazone,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,The therapeutic efficacy of Quinethazone can be decreased when used in combinati,mild
Risperidone,Glyburide,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,The therapeutic efficacy of Glyburide can be decreased when used in combination ,mild
Nomegestrol,Argatroban,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4C1=CC(=O)CC4,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,The therapeutic efficacy of Argatroban can be decreased when used in combination,mild
Magnesium sulfate,Levomilnacipran,[O-]S(=O)(=O)[O-].[Mg+2],CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,The risk or severity of adverse effects can be increased when Magnesium sulfate ,dangerous
Arotinolol,Loxoprofen,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Arotinolol may decrease the antihypertensive activities of Loxoprofen.,mild
Ergotamine,Amitriptyline,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Ergotamine may decrease the antihypertensive activities of Amitriptyline.,mild
Bosentan,Escitalopram,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,The serum concentration of Escitalopram can be decreased when it is combined wit,moderate
Diclofenac,Carboprost tromethamine,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,The therapeutic efficacy of Carboprost tromethamine can be decreased when used i,mild
Diethylpropion,Zuclopenthixol,CCN(CC)C(C)C(=O)C1=CC=CC=C1,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Diethylpropion may decrease the stimulatory activities of Zuclopenthixol.,mild
Clotrimazole,Tramadol,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,The therapeutic efficacy of Tramadol can be decreased when used in combination w,mild
Histamine,Doxycycline,C1=C(NC=N1)CCN,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,The metabolism of Doxycycline can be decreased when combined with Histamine.,moderate
Selexipag,Dronedarone,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,The metabolism of Dronedarone can be decreased when combined with Selexipag.,moderate
Magnesium salicylate,Torasemide,C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].[Mg+2],CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Magnesium salicylate may decrease the diuretic activities of Torasemide.,mild
Estrone,Doxorubicin,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,The serum concentration of Doxorubicin can be decreased when it is combined with,moderate
Amoxapine,Dosulepin,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,The metabolism of Dosulepin can be decreased when combined with Amoxapine.,moderate
Ospemifene,Lobeglitazone,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,The metabolism of Lobeglitazone can be decreased when combined with Ospemifene.,moderate
Mianserin,Droxidopa,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,The therapeutic efficacy of Droxidopa can be decreased when used in combination ,mild
Aliskiren,Diclofenac,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,Aliskiren may decrease the antihypertensive activities of Diclofenac.,mild
Teriflunomide,Gemeprost,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCC=CC(=O)OC)O)O,The therapeutic efficacy of Gemeprost can be decreased when used in combination ,mild
Minaprine,Trimethaphan,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5,The therapeutic efficacy of Trimethaphan can be decreased when used in combinati,mild
Metoprolol,Salmeterol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,Metoprolol may decrease the bronchodilatory activities of Salmeterol.,mild
Haloperidol,Duloxetine,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,The metabolism of Duloxetine can be decreased when combined with Haloperidol.,moderate
Nevirapine,Ulobetasol,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C)F,The serum concentration of Ulobetasol can be decreased when it is combined with ,moderate
Acebutolol,Bambuterol,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,Acebutolol may decrease the bronchodilatory activities of Bambuterol.,mild
Cisapride,Idelalisib,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,The metabolism of Idelalisib can be decreased when combined with Cisapride.,moderate
Lumacaftor,Aripiprazole,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,The serum concentration of Aripiprazole can be decreased when it is combined wit,moderate
Caffeine,Tolbutamide,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,The metabolism of Tolbutamide can be decreased when combined with Caffeine.,moderate
Nebivolol,Aminophylline,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,Nebivolol may decrease the bronchodilatory activities of Aminophylline.,mild
Zileuton,Bimatoprost,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,The therapeutic efficacy of Bimatoprost can be decreased when used in combinatio,mild
Calcium glucoheptonate,Isradipine,C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.[Ca+2],CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,The therapeutic efficacy of Isradipine can be decreased when used in combination,mild
Kanamycin,Tiaprofenic acid,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,Kanamycin may decrease the excretion rate of Tiaprofenic acid which could result,moderate
Phentermine,Thonzylamine,CC(C)(CC1=CC=CC=C1)N,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2,Phentermine may decrease the sedative activities of Thonzylamine.,mild
Indomethacin,Fluoxetine,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,The metabolism of Fluoxetine can be decreased when combined with Indomethacin.,moderate
Galantamine,Butylscopolamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,The therapeutic efficacy of Butylscopolamine can be decreased when used in combi,mild
Temsirolimus,Doxycycline,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,The metabolism of Doxycycline can be decreased when combined with Temsirolimus.,moderate
Atenolol,Nafamostat,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,Atenolol may decrease the antihypertensive activities of Nafamostat.,mild
Rilpivirine,Lercanidipine,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,The serum concentration of Lercanidipine can be increased when it is combined wi,dangerous
Dextropropoxyphene,Rotigotine,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,Dextropropoxyphene may increase the sedative activities of Rotigotine.,dangerous
Desogestrel,Ximelagatran,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,The therapeutic efficacy of Ximelagatran can be decreased when used in combinati,mild
Paromomycin,Floctafenine,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,Paromomycin may decrease the excretion rate of Floctafenine which could result i,moderate
Phentermine,Antazoline,CC(C)(CC1=CC=CC=C1)N,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,Phentermine may decrease the sedative activities of Antazoline.,mild
Flunarizine,Imipramine,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The metabolism of Imipramine can be decreased when combined with Flunarizine.,moderate
Levocetirizine,Atomoxetine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,The metabolism of Atomoxetine can be decreased when combined with Levocetirizine,moderate
Prasterone,Clemastine,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,The metabolism of Clemastine can be decreased when combined with Prasterone.,moderate
Esmolol,Seratrodast,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,Esmolol may decrease the antihypertensive activities of Seratrodast.,mild
Pirfenidone,Triamcinolone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,The risk or severity of adverse effects can be increased when Pirfenidone is com,dangerous
Pimozide,Carisoprodol,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,The risk or severity of adverse effects can be increased when Pimozide is combin,dangerous
Pilocarpine,Cobicistat,CCC1C(COC1=O)CC2=CN=CN2C,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,The metabolism of Cobicistat can be decreased when combined with Pilocarpine.,moderate
Clotiazepam,Fluoxetine,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,The metabolism of Fluoxetine can be decreased when combined with Clotiazepam.,moderate
Reserpine,Nimodipine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,The risk or severity of adverse effects can be increased when Reserpine is combi,dangerous
Mitotane,Omeprazole,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,The serum concentration of Omeprazole can be decreased when it is combined with ,moderate
Calcium citrate,Tranilast,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,The therapeutic efficacy of Tranilast can be decreased when used in combination ,mild
Danazol,Alogliptin,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,The therapeutic efficacy of Alogliptin can be decreased when used in combination,mild
Metolazone,Repaglinide,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,The therapeutic efficacy of Repaglinide can be decreased when used in combinatio,mild
Quetiapine,Imatinib,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,The metabolism of Imatinib can be decreased when combined with Quetiapine.,moderate
Demeclocycline,Magnesium oxide,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,O=[Mg],Demeclocycline can cause a decrease in the absorption of Magnesium oxide resulti,moderate
Acetaminophen,Nilotinib,CC(=O)NC1=CC=C(C=C1)O,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,The metabolism of Nilotinib can be decreased when combined with Acetaminophen.,moderate
Encainide,Lorcaserin,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,CC1CNCCC2=C1C=C(C=C2)Cl,The metabolism of Lorcaserin can be decreased when combined with Encainide.,moderate
Barnidipine,Josamycin,CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,The metabolism of Josamycin can be decreased when combined with Barnidipine.,moderate
Ropinirole,Bretylium,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,CC[N+](C)(C)CC1=CC=CC=C1Br,The risk or severity of adverse effects can be increased when Ropinirole is comb,dangerous
Perphenazine,Imipramine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The metabolism of Imipramine can be decreased when combined with Perphenazine.,moderate
Flumethasone,Ethinylestradiol,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,The serum concentration of Ethinylestradiol can be increased when it is combined,dangerous
Zaltoprofen,Sorafenib,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,The metabolism of Sorafenib can be decreased when combined with Zaltoprofen.,moderate
Donepezil,Orphenadrine,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,The therapeutic efficacy of Orphenadrine can be decreased when used in combinati,mild
Esmolol,Olopatadine,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,Esmolol may decrease the antihypertensive activities of Olopatadine.,mild
Doxorubicin,Tolmetin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,Doxorubicin may decrease the excretion rate of Tolmetin which could result in a ,moderate
Efavirenz,Nilotinib,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,The metabolism of Nilotinib can be decreased when combined with Efavirenz.,moderate
Difenoxin,Citalopram,C1CN(CCC1(C2=CC=CC=C2)C(=O)O)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,The risk or severity of adverse effects can be increased when Difenoxin is combi,dangerous
Lomustine,Deslanoside,C1CCC(CC1)NC(=O)N(CCCl)N=O,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O,Lomustine may decrease the cardiotoxic activities of Deslanoside.,dangerous
Etomidate,Imipramine,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Etomidate may decrease the antihypertensive activities of Imipramine.,mild
Digitoxin,Aprepitant,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,The serum concentration of Aprepitant can be increased when it is combined with ,dangerous
Metoclopramide,Vecuronium,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,The therapeutic efficacy of Vecuronium can be decreased when used in combination,mild
Triazolam,Vortioxetine,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,The risk or severity of adverse effects can be increased when Triazolam is combi,dangerous
Zopiclone,Tiapride,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,The risk or severity of adverse effects can be increased when Zopiclone is combi,dangerous
Remikiren,Nisoldipine,CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(C(C4CC4)O)O,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Remikiren may increase the hypotensive activities of Nisoldipine.,dangerous
Clotrimazole,Lercanidipine,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,The risk or severity of adverse effects can be increased when Clotrimazole is co,dangerous
Protriptyline,Milnacipran,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,The risk or severity of adverse effects can be increased when Protriptyline is c,dangerous
Ramelteon,Ranolazine,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,The metabolism of Ranolazine can be decreased when combined with Ramelteon.,moderate
Mesoridazine,Quinagolide,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,The therapeutic efficacy of Quinagolide can be decreased when used in combinatio,mild
Prednisolone,Alogliptin,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,The therapeutic efficacy of Alogliptin can be decreased when used in combination,mild
Rizatriptan,Toloxatone,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,CC1=CC(=CC=C1)N2CC(OC2=O)CO,The metabolism of Toloxatone can be decreased when combined with Rizatriptan.,moderate
Magnesium sulfate,Clopidogrel,[O-]S(=O)(=O)[O-].[Mg+2],COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,The therapeutic efficacy of Clopidogrel can be decreased when used in combinatio,mild
Flurbiprofen,Dinoprostone,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,The therapeutic efficacy of Dinoprostone can be decreased when used in combinati,mild
